,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
573,839,839,2022-05-26 14:42:32,565c8ee43440cd4d3f481a27,Castorama,2212.0,PARIS SUD,1457,6-8 avenue De L'Océanie,Les Ulis,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,,,,,,,,,FRENCH,acheter vi outils aucun problème si voulez acheter article plus compliqués mieux vaut aller chez spécialiste acheté porte fenêtre dont serrure a lâché bout 25 an juste après fin garantie là ny a plus personne trouver solution service après vente nul a fallu quon change toute fenêtre cette fois a pris qualité ailleurs,,,,"{'neg': 0.172, 'neu': 0.77, 'pos': 0.058, 'compound': -0.7278}",-0.7278,tres negatif,2,Vendeurs,0,Magasin
581,850,850,2022-05-26 14:04:24,565c8ee53440cd4d3f481a35,Castorama,2217.0,AUVERGNE RHONE ALPES,1454,rue Denis Papin,Bourgoin Jallieu,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-27 13:01:26,"Problème avec le personnel (amabilité,  indisponibilité)",,,,,,,FRENCH,sav laborieux accueil deplorable honte commande aussi importante,bonjour kary sincèrement navré lexpérience décrivez avis correspond rien engagement nhésitez faire part membre direction lors dune prochaine visite heureux déchanger améliorer satisfaction client a très vite emmanuelle castorama,,,"{'neg': 0.467, 'neu': 0.417, 'pos': 0.117, 'compound': -0.6369}",-0.6369,tres negatif,2,Vendeurs,2,livraison
599,880,880,2022-05-26 11:14:36,565c8ee63440cd4d3f481a5f,Castorama,2213.0,OUEST,1438,rue Des Siettes,Herouville St Clair,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-06-06 10:51:48,,,,,,,,FRENCH,personnel rayon jardin désagréable incompétent a impression déranger,bonjour willmath willmath semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.555, 'neu': 0.258, 'pos': 0.187, 'compound': -0.6908}",-0.6908,tres negatif,1,Vendeurs,1,personnel
606,893,893,2022-05-26 9:32:49,565c8ee53440cd4d3f481a53,Castorama,2217.0,AUVERGNE RHONE ALPES,1465,Zone De La Bouvarde,Annecy,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-26 17:41:02,Amélioration,,,,,,,FRENCH,catastrophe délai non respecté 15 jours ça passe 2 mois doivent appeler jamais reçu dappel dire quune commande arrivée commandes reçues abîmées comme délai insupportable prend,bonjour maxime sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.221, 'neu': 0.687, 'pos': 0.093, 'compound': -0.68}",-0.68,tres negatif,2,Vendeurs,2,livraison
619,910,910,2022-05-26 7:07:06,565c8ee33440cd4d3f4819eb,Castorama,2211.0,PARIS NORD,1487,9-11 cours De Vincennes,Paris 20,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-05-27 16:48:02,,,,,,,,FRENCH,plantes maltraitées arrosées,bonjour madame stevani bien arrosions plantes matin soir peut fortes chaleurs nont permis arrosage optimum toutefois pouvez compter préserver mieux lintégrité fleurs plantes a bientôt magasin castorama,,,"{'neg': 0.859, 'neu': 0.141, 'pos': 0.0, 'compound': -0.7269}",-0.7269,tres negatif,1,Produits,0,Magasin
622,916,916,2022-05-26 6:08:15,565c8ee23440cd4d3f4819c9,Castorama,2215.0,NOUVELLE AQUITAINE,1499,avenue De Paris,Lormont,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2022-05-26 6:20:34,4-5 étoiles (sans commentaire) (3),,,,,,,FRENCH,jai fait commande drive tout sest bien passé produits conformes mets bémol point jai fait queue drive quon dise commande récupérer cour matériaux puis jai fait queue arriver caisses cour matériaux quon dise quil fallait voir ça vendeur cour matériaux organisation peu complexe trouve,bonjour tristan k merci davoir pris temp noter magasin toute équipe dit très vite nouveaux projets,,,"{'neg': 0.135, 'neu': 0.84, 'pos': 0.025, 'compound': -0.7506}",-0.7506,tres negatif,1,Vendeurs,2,livraison
625,921,921,2022-05-26 4:52:50,565c8ee53440cd4d3f481a33,Castorama,2214.0,EST,1418,route nationale 63,Mundolsheim,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-05-28 10:00:30,,,,,,,,FRENCH,jai attendu 5eme visite magasin donner avis objectif 5 visites jai besoin renseigner auprès vendeurs 4 fois jai mal accueilli semble clair personnel recruté manque damabilité malheureux travail létablissement très triste alors cela ajoutez employés désagréables bien passerez moment peu sympathique,bonjour présente toutes excuse cette malheureuse expérience client passe suite message équipes afin cela reproduise plus bonne journée mickaël directeur magasin,,,"{'neg': 0.286, 'neu': 0.595, 'pos': 0.119, 'compound': -0.7713}",-0.7713,tres negatif,0,Vendeurs,0,Magasin
653,960,960,2022-05-25 17:40:43,565c8ee43440cd4d3f481a17,Castorama,2213.0,OUEST,1412,route nationale 10,Chambray Les Tours,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-25 18:48:17,,,,,,,,FRENCH,chaque fois tombe personnes odieuses caisse surtout laccueil niveau là nest plus hasard caissières particulièrement malaimables méprisantes ny retournerai plus faut changer boulot si naime relation client très peu caisses ouvertes magasin éviter,bonsoir capucine navrée lira retour dautant plus quil nest tout valeurs lentreprise tant chef secteur relation client sein magasin chambray voudrais savoir sil possible échangions mail pouvez mécrire ladresse contacttourscastoramafr my indiquer coordonnées contacterais merci davance toutes excuse gène occasionnée laurence castorama,,,"{'neg': 0.282, 'neu': 0.633, 'pos': 0.085, 'compound': -0.7975}",-0.7975,tres negatif,1,Vendeurs,0,Magasin
681,1002,1002,2022-05-25 14:22:31,565c8ee53440cd4d3f481a2f,Castorama,2215.0,NOUVELLE AQUITAINE,1460,10 rue Turgot,Niort,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-25 17:45:04,Attentes,,,,,,,FRENCH,a fuir livraison catastrophique service client font sourde oreille,bonjour navrés constater visite hauteur attentes métonne cependant remarque puisque nai souvenir davoir échangé nhésitez surtout contacter 0549161737 bonne journée lolita castorama,,,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.6808}",-0.6808,tres negatif,2,Vendeurs,2,livraison
708,1043,1043,2022-05-25 9:27:26,565c8ee33440cd4d3f4819e5,Castorama,2217.0,AUVERGNE RHONE ALPES,1437,aéroport De Lyon Bron Case 06,Bron,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-30 14:27:28,Avis remonté,,,,,,,FRENCH,impossible davoir quelquun téléphone malgré dizaines dappels plusieurs jours catastrophe,bonjour fouinybabe05 sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée nathalie castorama,,,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.6597}",-0.6597,tres negatif,2,Vendeurs,2,livraison
710,1046,1046,2022-05-25 9:09:03,565c8ee43440cd4d3f4819ff,Castorama,2213.0,OUEST,1481,rue Marcelin Berthelot,Vannes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-30 8:02:25,Amélioration,,,,,,,FRENCH,magasin propose article stock ligne indisponible magasin honte faire 40 km article quon annonce indisponible fois magasin personnel incompétent très désagréable a fuir,bonjour sessilia sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés bonne journée léquipe castorama,,,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.9343}",-0.9343,tres negatif,1,Vendeurs,1,personnel
724,1072,1072,2022-05-24 20:35:09,565c8ee53440cd4d3f481a47,Castorama,2211.0,PARIS NORD,1486,1-3 rue De Caulaincourt,Paris 18,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-05-30 16:34:31,1-2-3 étoiles,,,,,,,FRENCH,comme tous castorama magasins moches souvent produits moches magasin lavantage davoir plus matériaux bâtiments quon trouve général plutôt magasins banlieue dépanne,bonjour george koussouros semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe castorama,,,"{'neg': 0.255, 'neu': 0.697, 'pos': 0.048, 'compound': -0.7479}",-0.7479,tres negatif,1,Vendeurs,0,Magasin
735,1093,1093,2022-05-24 17:51:44,565c8ee43440cd4d3f481a1f,Castorama,2215.0,NOUVELLE AQUITAINE,1415,avenue De L'Atlantique,Agen,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-06-03 13:35:41,,,,,,,,FRENCH,magasin vendeurs sympas revanche service drive gros article quand acheté quelque chose magasin internet totalement déplorable chaque fois attend attend attend dernière fois trois employés seul travaillait plus âgé peau mate a discuté pendant toutes 20 25 minute attendions sans aider tout collègue lautre faisait passer donc attendu monsieur travaille servi 3 personnes devant enfin récupérer marchandise heureusement quil là,bonjour merci visite merci également davoir laissé commentaire évaluation allons remonter détails expérience responsable zone retrait marchandise afin quil puisse resensibiliser équipes faire sorte lors prochaine visite tout passe selon exigences si souhaitez partager plus dinformations nhésitez prendre contact elodiecazavantcastoramafr,,,"{'neg': 0.211, 'neu': 0.732, 'pos': 0.057, 'compound': -0.8778}",-0.8778,tres negatif,1,Vendeurs,0,Magasin
747,1115,1115,2022-05-24 15:52:46,565c8ee63440cd4d3f481a6b,Castorama,2211.0,PARIS NORD,1455,rue Jean Monnet,Claye Souilly,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-25 8:45:18,Mauvaise expérience ,,,,,,,FRENCH,magasin a eviter jai envoyé karcher reparation karcher retourn cassé sans lance donne autre karcher sans lance disant lai fourni alors cest bien stipulé bordereau reparation lance bien presente personnel voulait rien comprendre an jai acheté chez cuisine a 10k parment a 1500 carrelage extérieur a 2000 adoucisseur a 900 dressing a 800 crois vais changer magasin future achats commerciaux tres sympa encaisser sav null,bonjour youness remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement transmet immédiatement remarques responsables sav réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.103, 'neu': 0.84, 'pos': 0.056, 'compound': -0.6606}",-0.6606,tres negatif,2,Magasin,0,Magasin
780,1158,1158,2022-05-24 9:23:53,565c8ee33440cd4d3f4819e5,Castorama,2217.0,AUVERGNE RHONE ALPES,1437,aéroport De Lyon Bron Case 06,Bron,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-30 14:45:03,Avis remonté,,,,,,,FRENCH,magasin nest tout pro surtout leurs sav nul dire autre chose barbecue sou garantie demande changement pièces depuis 22 avril 2022 jour 24 mai rien na fais déplacement plus 5 fois magasin toujours sortir nouvel épisode dossier effacer devi non payer jen passe déconseille magasin,bonjour nabil sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée nathalie castorama,,,"{'neg': 0.135, 'neu': 0.791, 'pos': 0.074, 'compound': -0.6041}",-0.6041,tres negatif,2,Vendeurs,0,Magasin
791,1175,1175,2022-05-24 6:51:18,565c8ee63440cd4d3f481a57,Castorama,2215.0,NOUVELLE AQUITAINE,1513,route De Bordeaux,Angouleme,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-24 6:37:29,1-2-3 étoiles,,,,,,,FRENCH,cela fait 2 fois déplace magasin article dont jai vérifié disponibilité site magasin deux fois repars main vides parce article rupture,bonjour tibo semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.6705}",-0.6705,tres negatif,1,Vendeurs,0,Magasin
792,1176,1176,2022-05-24 6:48:13,565c8ee63440cd4d3f481a5b,Castorama,2210.0,NORD,1507,ZAC Les Longères Des Haies,Saint Maximin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-24 16:14:04,1-2-3 étoiles,,,,,,,FRENCH,diver produits constamment rupture stock conception cuisine catastrophique conseillé cuisine incompétent jai dû revenir plusieurs reprise échanger article car sest trompé couleur a oublié porte livre aucune explication montage exemple colonne électroménager notice montage plusieurs possibilité mettre planche four fonction hauteur trouvez bonne configuration idem meubles tiroirs alors quavec plan disant meuble configuration b4 a3 suffit pire cuisine jai dû monter,bonjour frederic mariacourt semblez déçu magasin équipes aimeraient savoir plus invite donc prendre contact responsable rayon téléphone 0344647383 satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.202, 'neu': 0.762, 'pos': 0.036, 'compound': -0.9115}",-0.9115,tres negatif,2,Vendeurs,0,Magasin
814,1212,1212,2022-05-23 19:09:21,565c8ee53440cd4d3f481a49,Castorama,2218.0,SUD,1429,Les Semboules,Antibes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-24 11:50:37,Attentes,,,,,,,FRENCH,venue récupérer paroi douche commandé a 3 semaines accueil enlèvement marchandises minable employée vanessa aucun bonjour aucun merci surtout chewinggum bouche rendait très vulgaire lorsque marchandise a laissé chariot débrouille très déçue pense retourner grande distribution si accueillais client comme ca pense manager content,bonjour marianne navrés constater visite hauteur attentes présentons excuse prenons bien compte remarques bonne journée laurent castorama,,,"{'neg': 0.214, 'neu': 0.739, 'pos': 0.047, 'compound': -0.831}",-0.831,tres negatif,1,Vendeurs,2,livraison
827,1231,1231,2022-05-23 17:12:40,565c8ee63440cd4d3f481a59,Castorama,2215.0,NOUVELLE AQUITAINE,1464,1 rue André Bourvil,Villenave D'Ornon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-24 6:29:41,,,,,,,,FRENCH,surtout aller bâti nul nul nul produits stock plus chers grave batiment jy passé deux fois trois semaines cétait chose ça vaut rien surtout déplacez aller trouvez rien vont vendre appris lors bâti cest nul nul nul,bonjour souhaiterions pouvoir échanger suite venue magasin cela nhésitez laisser coordonnées mail afin puissions recontacter stephanievequeau1castoramafr très bonne journée,,,"{'neg': 0.308, 'neu': 0.653, 'pos': 0.039, 'compound': -0.7592}",-0.7592,tres negatif,1,Vendeurs,0,Magasin
834,1240,1240,2022-05-23 16:35:27,565c8ee43440cd4d3f481a1f,Castorama,2215.0,NOUVELLE AQUITAINE,1415,avenue De L'Atlantique,Agen,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-28 9:18:57,,,,,,,,FRENCH,effectué commande carrelage 27 mar 2022 a informé quil stock disponible réglé commande totalité jour informé vendeur viendrions chercher commande mi mai 18 mai appelons magasin récupérer commande informe quelle nest plus disponible rupture stock navons reçu auquune information magasin concernant non disponibilité produit cest honte manque flagrant professionnalisme envers client tout indifférence totale carreleur a prévu pose 23 mai solution remplacement sans délais dattente plus 10 jourscest tout chantier déprogrammée coût supplémentairement reste bien chargesans parler difficulté a trouver stock 110 m² recommande magasin contre remercie léquipe laccueil notamment celine,bonjour madame altmeyer navrée lira expérience magasin a apporté satisfaction jai mise courant problème dont lorigine fait stock annoncé fournisseur lors commande erroné bien entendu extrêmement frustrés davoir ainsi mi difficulté face avoir pu aider réaliser projet temp envoyé mail responsable relation client recontactera dès lundi faire point voir comment pouvons racheter si fois encore cause problème bien indépendantes volonté organisation toute équipe magasin présente fois encore excuse a très bientôt,,,"{'neg': 0.105, 'neu': 0.817, 'pos': 0.079, 'compound': -0.6199}",-0.6199,tres negatif,2,Vendeurs,2,livraison
836,1244,1244,2022-05-23 16:22:21,565c8ee53440cd4d3f481a3f,Castorama Rouen Barentin,2210.0,NORD,1488,centre commercial La Carbonnière,Barentin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-05-23 16:49:48,,,,,,,,FRENCH,honteux si jamais vient lenvie dacheter magasin conseil fuyez commande arrivée cassée laccepte donc depuis dimage jessaye vain davoir service client rappelle jamais raccroche nez sans pouvoir dire quand reprogrammée future livraison economisez temp argent donnez enseigne plus respectueuse client a fuir,bonjour charlotte sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire remonter service concernés afin trouver solution rapidement pouvezvous envoyer numéro commande ainsi coordonnés ladresse mail suivante castoramabarentin76gmailcom bonne fin jounée geraldine castorama rouen barentin,,,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.9182}",-0.9182,tres negatif,2,Vendeurs,2,livraison
843,1256,1256,2022-05-23 14:46:56,565c8ee53440cd4d3f481a2b,Castorama,2217.0,AUVERGNE RHONE ALPES,1466,ZAC De Champ Roman,St Martin D'Heres,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-05-25 8:23:24,Amélioration,,,,,,,FRENCH,magasin très bien rangé caissière désagréable peine bonjour,bonjour nini38 sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.472, 'neu': 0.407, 'pos': 0.121, 'compound': -0.6494}",-0.6494,tres negatif,1,Magasin,1,personnel
